0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0.15040596124924463,0.1453440240174555,0.36826608280752665,0.002258874628591594,0.005155412910162126,0.07178817984673436,17.224009108212826,21.0,25.0,0.0,72.60965608191101,8.521103291304755,0.15703119975087476,0.15785431731051472,0.358357183794616,0.005857575700361032,0.0031188355219940412,0.055836235906255964,17.191564265659398,20.6,25.0,0.0,72.34240209465311,8.505122381686025,0.154664391097088,0.15457584911275327,0.49695151012300814,0.0036029085927863132,0.003856415481481091,0.06208598164535178,18.09679449772809,23.64,25.0,0.0,72.33520207971767,8.504779893681047
0.1498889713160633,0.1444381939082774,0.3830459282014547,0.002159404824065355,0.00531101053452496,0.07287483834344641,17.179601365157147,21.0,25.0,0.0,72.59666959382533,8.520360729112975,0.15698105331470397,0.1573198572926663,0.2894673202249848,0.00705136163204686,0.0031346198231711284,0.05598016545080549,16.979679784430072,19.0,25.0,0.0,70.01533261034143,8.367494739405375,0.1537232079286909,0.15252743449438513,0.4925541343293877,0.00234970808495541,0.004146935153159512,0.06439590435600258,17.796065712820383,23.0,25.0,0.0,70.69326597434258,8.407917874433814
0.15009799550979852,0.14499070708070674,0.3829416442112508,0.0013505644465687916,0.0052479438603430205,0.07243001797157528,17.157709858077357,20.82,25.0,0.0,72.42752052093628,8.510373285389157,0.15623176265235256,0.15575222883970902,0.31312015043890634,0.004935397962346612,0.0033691099494284815,0.05802522652619593,16.843052895967027,18.08,25.0,0.0,68.89426423638365,8.300030427040895,0.1521842064968202,0.15018927059439796,0.49090719621734047,0.0016567901998468914,0.004616368134462948,0.06789322447781511,17.54568278587501,21.72,25.0,0.0,69.80564866833899,8.354824494994254
0.15030347209789915,0.1452852713070633,0.3727681851076531,0.0019412935834140083,0.0051864432783157366,0.07201081664399286,17.23323154088023,21.0,25.0,0.0,73.2207793778888,8.556905603063916,0.15536233082072473,0.154216502865712,0.32848582444284785,0.0026333651876054775,0.0036402249524798225,0.06032879015120412,16.810712139660925,18.04,25.0,0.0,68.34613786855232,8.267094209440678,0.150502127730506,0.14791299970055133,0.5041057510029596,0.000774788871208565,0.005126832681140643,0.0716002168171732,17.357802403023175,20.92,25.0,0.0,68.79017419315237,8.29397464560764
0.15099554102164087,0.14662196741568861,0.3959520751330227,0.0013628769643768193,0.004976596373723709,0.07049272208781901,17.260243674402673,21.0,25.0,0.0,73.20007090837518,8.555672290489087,0.1553872547020349,0.15425403646702512,0.3397541451908033,0.0025890486213107616,0.0036321308143328133,0.06024307312161236,16.837402537476414,18.16,25.0,0.0,68.75270511305916,8.29167644335278,0.1505640214051081,0.14789747229774572,0.5054507930310816,0.0017336991243735208,0.005107271506585763,0.07143552497058986,17.398426249652687,20.94,25.0,0.0,68.81655729958442,8.295504724978604
0.1514658410302282,0.14773378447800595,0.3896172483445221,0.0016911676453994543,0.004833566804962379,0.06944184474115947,17.18999603873695,20.68,25.0,0.0,72.21224936566301,8.497461632889694,0.1548511446832614,0.15426296311611307,0.35890253541324635,0.0021519633591283636,0.0037965057583113377,0.06149471861122929,16.87547392764765,18.28,25.0,0.0,68.45842774451575,8.27366547962488,0.1505537237318703,0.14734567286647834,0.4700416386448865,0.0012747052852123061,0.00511045783802112,0.0714590790620725,17.39913979878402,21.02,25.0,0.0,68.72042841667381,8.2896682443285
0.1498773017068199,0.14415947718314245,0.38072827530156106,0.002214323408367154,0.00531434263579559,0.07289266542586043,17.191357887075547,21.0,25.0,0.0,72.67975256380832,8.525236977657409,0.15639176145430855,0.15633942319178368,0.3232566816885585,0.006052565723786208,0.0033192971603992765,0.05760706687309998,16.907848304720602,18.63,25.0,0.0,69.79716384683518,8.354395706741917,0.15258096585852174,0.1509190913974519,0.4943132504528681,0.0022752429215079214,0.004495647322930682,0.06700402826498009,17.628546292903092,22.0,25.0,0.0,70.030742595505,8.368321516620982
0.1495549319997835,0.14392601822213907,0.38766386085922355,0.0028410452008944677,0.00541109045215359,0.07355984409881208,17.189960491124175,21.0,25.0,0.0,72.56142906252666,8.518296795195301,0.15683138617238457,0.15715452887943998,0.33506515120308983,0.007161469874934179,0.003181547293947031,0.056395162311132736,17.01989330218334,19.5,25.0,0.0,70.7576780438318,8.411746165028786,0.15399179633468474,0.153575016294344,0.49262271360293863,0.0038436634237651594,0.004064283659911557,0.0637507807736156,17.82922640557589,23.0,25.0,0.0,70.79433490477396,8.413931098933524
0.1511045706058418,0.14702651313813622,0.3769588354214437,0.002172511088443043,0.0049448928591975215,0.07031032249626845,17.226786707845672,21.0,25.0,0.0,72.74092251598734,8.528822731408866,0.1575578246957061,0.15769886235969927,0.32041461830855783,0.005833889409788523,0.002953191198793588,0.0543341269965458,17.240012627811996,21.0,25.0,0.0,72.82150513254177,8.533524931375288,0.15484421535105986,0.15465807279884686,0.4864086784445283,0.0024570948690824375,0.003800985508996641,0.061648995352198324,18.086975845233944,23.98,25.0,0.0,72.1951353802365,8.496735882227043
0.15079341419936912,0.14535261140944553,0.37107496373615917,0.002779765796219103,0.005038961667681041,0.07098045525640453,17.17660804185499,20.96,25.0,0.0,72.50261511782662,8.514833697466159,0.15709844892088312,0.1570497841538694,0.3271674809283535,0.006340445265779165,0.0030977854184538055,0.05565275108205779,17.08925701926501,20.1,25.0,0.0,71.5456962409809,8.458404792437566,0.1529176076594516,0.15171970976477314,0.4846066990044875,0.0019026413048243178,0.0043937222654508515,0.06627447315314272,17.7670502969789,22.7,25.0,0.0,70.39698922557436,8.390229482104521
